model.RoomDescription|_id:1|view:None|type:1|bedType:Single|wifi:true|smoking:false
model.RoomDescription|_id:2|view:Swimming Pool|type:2|bedType:Double|wifi:true|smoking:false
model.RoomDescription|_id:3|view:Swimming Pool|type:1|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:4|view:Seaside|type:2|bedType:King|wifi:false|smoking:true
model.RoomDescription|_id:5|view:None|type:1|bedType:King|wifi:true|smoking:true
model.RoomDescription|_id:6|view:Seaside|type:1|bedType:Single|wifi:false|smoking:true
model.RoomDescription|_id:7|view:Seaside|type:1|bedType:Single|wifi:false|smoking:true
model.RoomDescription|_id:8|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:9|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:10|bedType:Queen|wifi:false|smoking:false
model.RoomDescription|_id:11|bedType:Queen|wifi:false|smoking:false
model.RoomDescription|_id:12|bedType:Queen|wifi:false|smoking:false
model.RoomDescription|_id:13|bedType:Queen|wifi:false|smoking:false
model.RoomDescription|_id:14|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:15|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:16|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:17|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:18|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:19|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:20|type:2|wifi:false|smoking:false
model.RoomDescription|_id:21|bedType:Queen|wifi:false|smoking:false
model.RoomDescription|_id:22|type:2|wifi:false|smoking:false
model.RoomDescription|_id:23|type:1|wifi:false|smoking:false
