model.RoomDescription|_id:2|view:Seaside|type:10|bedType:Single|wifi:false|smoking:false
model.RoomDescription|_id:3|view:Seaside|type:10|bedType:Single|wifi:false|smoking:false
model.RoomDescription|_id:4|view:Garden|type:10|bedType:Double|wifi:false|smoking:false
model.RoomDescription|_id:5|view:None|type:10|bedType:King|wifi:true|smoking:false
model.RoomDescription|_id:6|view:Garden|type:10|bedType:Queen|wifi:false|smoking:false
model.RoomDescription|_id:7|view:Poolside|type:10|bedType:Single|wifi:false|smoking:false
model.RoomDescription|_id:8|view:Poolside|type:10|bedType:Single|wifi:false|smoking:false
model.RoomDescription|_id:9|view:Seaside|type:4|bedType:Single|wifi:true|smoking:false
model.RoomDescription|_id:10|view:Seaside|type:4|bedType:Single|wifi:true|smoking:false
model.RoomDescription|_id:11|view:Garden|type:4|bedType:Double|wifi:true|smoking:false
model.RoomDescription|_id:12|view:None|type:4|bedType:King|wifi:true|smoking:false
model.RoomDescription|_id:13|view:Garden|type:4|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:14|view:Poolside|type:4|bedType:Single|wifi:true|smoking:false
model.RoomDescription|_id:15|view:Poolside|type:4|bedType:Single|wifi:true|smoking:false
model.RoomDescription|_id:16|view:Seaside|type:5|bedType:Single|wifi:true|smoking:false
model.RoomDescription|_id:17|view:Seaside|type:5|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:18|view:Garden|type:5|bedType:Double|wifi:true|smoking:false
model.RoomDescription|_id:19|view:None|type:5|bedType:King|wifi:true|smoking:false
model.RoomDescription|_id:20|view:Garden|type:5|bedType:Double|wifi:true|smoking:false
model.RoomDescription|_id:21|view:Poolside|type:5|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:22|view:Poolside|type:5|bedType:Single|wifi:true|smoking:false
model.RoomDescription|_id:23|view:Seaside|type:6|bedType:King|wifi:true|smoking:false
model.RoomDescription|_id:24|view:Seaside|type:6|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:25|view:Garden|type:5|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:26|view:None|type:5|bedType:Double|wifi:true|smoking:false
model.RoomDescription|_id:27|view:Garden|type:5|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:28|view:Poolside|type:5|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:29|view:Poolside|type:5|bedType:King|wifi:true|smoking:false
model.RoomDescription|_id:30|view:Seaside|type:7|bedType:King|wifi:true|smoking:false
model.RoomDescription|_id:31|view:Seaside|type:7|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:32|view:Garden|type:7|bedType:Double|wifi:true|smoking:false
model.RoomDescription|_id:33|view:None|type:7|bedType:Single|wifi:true|smoking:false
model.RoomDescription|_id:34|view:Garden|type:8|bedType:Double|wifi:true|smoking:false
model.RoomDescription|_id:35|view:Poolside|type:8|bedType:Queen|wifi:true|smoking:false
model.RoomDescription|_id:36|view:Poolside|type:8|bedType:King|wifi:false|smoking:false
model.RoomDescription|_id:37|view:Seaside|type:9|bedType:King|wifi:true|smoking:false
model.RoomDescription|_id:38|view:Poolside|type:9|bedType:Queen|wifi:true|smoking:true
model.RoomDescription|_id:39|view:Garden|type:9|bedType:Double|wifi:true|smoking:true
model.RoomDescription|_id:40|view:None|type:9|bedType:Single|wifi:true|smoking:true
model.RoomDescription|_id:41|view:Garden|type:9|bedType:Double|wifi:true|smoking:true
model.RoomDescription|_id:42|view:Poolside|type:9|bedType:Queen|wifi:true|smoking:true
model.RoomDescription|_id:43|view:Poolside|type:9|bedType:King|wifi:true|smoking:true
model.RoomDescription|_id:44|type:9|bedType:King|wifi:true|smoking:false
model.RoomDescription|_id:45|view:None|type:10|bedType:Single|wifi:true|smoking:true
model.RoomDescription|_id:46|view:None|type:5|bedType:Single|wifi:true|smoking:true
model.RoomDescription|_id:47|view:None|type:5|bedType:Single|wifi:true|smoking:true
model.RoomDescription|_id:48|view:None|type:6|bedType:Single|wifi:true|smoking:true
model.RoomDescription|_id:49|view:None|type:8|bedType:Single|wifi:true|smoking:true
model.RoomDescription|_id:50|view:None|type:9|bedType:Single|wifi:true|smoking:true
model.RoomDescription|_id:51|type:10|wifi:false|smoking:false
model.RoomDescription|_id:52|wifi:false|smoking:false
model.RoomDescription|_id:53|type:7|wifi:false|smoking:false
model.RoomDescription|_id:54|wifi:false|smoking:false
